pan_id,name,dob,address,tax_filing_income,asset_flag
ngwzI0852X,Warinder Mann,1967-06-25,"22/462, Sood Marg, Latur 025342",1945354,Standard
ZcCEy3867b,Krish Hora,1999-05-19,"67/408, Sur Chowk, Aurangabad-752400",754996,Standard
ebSRZ3305W,Maanav Mander,1986-06-17,"H.No. 26, Mann Path, Junagadh-927639",1671715,Standard
JQgZJ8523k,Lakshmi Handa,2000-08-29,"68/07, Mahal Nagar, Ahmednagar-731899",1393055,Standard
fUBRL5931L,Faris Halder,1976-09-18,"70/507, Tandon Nagar, Dindigul-884949",1005821,Standard
YwDyG9963A,Jeremiah Bobal,1971-03-14,"51/94, Mammen Circle, Alwar 259551",1956144,Standard
Newsg3305L,Sathvik Pandya,1962-06-29,"67/45, Karpe Zila, Berhampur 590504",911355,Standard
jjpqi1737A,Yadavi Shukla,1957-09-18,"812, Buch Circle, Rajkot-547521",561773,Standard
LBpWF1275n,Gagan Mohan,1996-04-14,"H.No. 088, Edwin Marg, Meerut-594003",1727301,Standard
pTAtJ8180x,Baljiwan Basu,1963-10-21,"H.No. 14, Chahal Nagar, Ranchi 846168",1223115,Standard
lWesK7873M,Advay Kadakia,2000-04-05,"H.No. 34, Kumer Chowk, Kurnool-421065",1593206,Standard
zaeaO1004s,Ryan Dara,1970-12-23,"H.No. 79, Deol Road, Chittoor 239567",562166,Standard
YXeTH2176Z,Sudiksha Swaminathan,1983-11-05,"H.No. 13, Srinivasan Circle, Solapur-398189",1334805,Standard
crGEo3972c,Jalsa Dada,1994-12-19,"H.No. 86, Chad Circle, Rajahmundry 188079",674086,Standard
OOYgw6403F,Yashvi Narula,1997-03-15,"53/62, Pathak Nagar, Farrukhabad-392719",1718512,Standard
oHuAD5406a,Chatura Sidhu,1998-03-25,"784, Bhakta Street, Secunderabad 535440",1917438,Standard
DDSGH7896I,Krishna Cherian,1957-02-25,"040, Mukherjee, Jabalpur 246175",664618,Standard
gbStJ7804B,Veda Bumb,1990-07-14,"H.No. 26, Master Street, Mehsana-498671",989897,Standard
DDXao1018p,Eta Sheth,1958-03-23,"073, Morar Street, Bhusawal 490304",1297207,Standard
CNMVG3817L,Advika Raval,1994-01-22,"04, Dara Circle, Nellore-186432",1444196,Standard
SyxgG3145Y,Ojas Sheth,1980-01-05,"H.No. 034, Sharma Ganj, Davanagere 567405",1356256,Standard
fPQjn3625h,Gayathri Kuruvilla,1962-06-16,"02/06, Suresh Nagar, Shahjahanpur 930052",1942372,Standard
kPBYC2144P,Jasmit Iyengar,1993-03-03,"H.No. 61, Rout Zila, Satara 426184",1808294,Standard
WXuIj5537z,Jyoti Bhasin,1991-05-10,"94/02, Deol Ganj, Sri Ganganagar 935803",898454,Standard
bvbZF5288u,Widisha Trivedi,1961-01-05,"H.No. 44, Parmar Street, Parbhani-777444",1409755,Standard
pctBs9649Z,Chanakya Saran,1955-08-14,"48, Dass Marg, Bharatpur-377938",1811125,Standard
Lgihb5460q,Upadhriti Dugar,1979-07-22,"39/601, Bhasin Marg, Ajmer 707926",673776,Standard
smhRz2517X,Teerth Deep,1980-04-27,"94/398, Kuruvilla Circle, Bhatpara 895236",554256,Standard
KAUqv1794Z,Irya Pandya,1986-01-31,"31, Mani Chowk, Bahraich 832240",1165251,Standard
zQiEy2393g,Nilima Madan,1957-02-03,"H.No. 65, Chaudhary Path, Ujjain 381105",639562,Standard
TMkcE0228X,Hamsini Parikh,1966-07-29,"77, Gopal Road, Bhagalpur-433732",898611,Standard
AXVLl7839f,Jagdish Barman,1955-11-02,"H.No. 772, Kurian Zila, Chandrapur-965371",1586470,Standard
hbwla5573J,Dominic Setty,1970-02-17,"H.No. 793, Sibal Ganj, Ambattur 297341",1044535,Standard
XkRSD4850Q,Avi Vora,1965-03-10,"H.No. 907, Gera Street, Kishanganj-121894",660651,Standard
PSuKA5239X,Karan Keer,1969-04-18,"98/75, Sharma Zila, Amroha 323088",1461236,Standard
MseDv8060a,Ati Dara,1970-01-24,"88, Tak Marg, Hazaribagh 558509",948337,Standard
vcsNC5914l,Mahika Sachar,1997-05-09,"728, Nori Marg, Panvel 420438",1910106,Standard
zjgFy4504q,Chakrika Jaggi,1994-01-31,"67, Bandi Road, Miryalaguda 985857",900013,Standard
dzPZB4911D,Pushti Mann,1961-04-05,"97/895, Sha Ganj, Faridabad-249316",1555945,Standard
jqpCI4598a,Ria Agate,1974-12-11,"93/651, Sekhon Circle, Singrauli 692032",1066578,Standard
hjxyE7357l,Mohammed Krish,1955-05-10,"89, Contractor Path, Muzaffarpur 425660",1409924,Standard
vFZIn0980A,Samesh Balasubramanian,1968-10-13,"653, Varma Street, Raebareli 997707",1515034,Standard
Frygr0600Y,Yug Saxena,1957-02-28,"91/744, Ram Ganj, Gwalior 387621",1383005,Standard
aVuqx5774G,Pushti Dara,1990-08-26,"74/14, Suresh Street, Muzaffarpur-419887",951971,Standard
RKlfO2634k,Samarth Kanda,1994-03-28,"H.No. 90, Shenoy Nagar, Rajpur Sonarpur-044845",939474,Standard
xQrhU6771D,Madhavi Amble,1975-03-20,"93/91, Ratti Zila, Uluberia 677657",582926,Standard
EzcJw6664i,Xiti Oommen,1998-08-18,"H.No. 55, Bobal Street, Bharatpur-499887",1315303,Standard
GFjDx8298t,Lucky Ganesan,1955-05-12,"85/069, Yadav Street, Ahmednagar-400672",1905914,Standard
LcpkZ4663f,Yug Bhakta,1968-03-23,"33/01, Choudhury Zila, Jaipur 548855",1191203,Standard
iSswj8755K,Hemang Oza,1960-02-12,"97, Pal Road, Nagaon 517983",1808076,Standard
vwzBN8713B,Samar Pant,1991-08-01,"H.No. 782, Ram Path, Bhilai-624694",1727353,Standard
mzZRI7629s,Raagini Vohra,1979-08-26,"73/67, Bava, Kolkata 719095",836803,Standard
QDkgi2038h,Faqid Barman,1998-02-28,"62/446, Dora Street, Bareilly 566339",581213,Standard
jsmUi3508y,Ekantika Khosla,2000-11-11,"H.No. 307, Munshi Path, Amritsar 202484",1386196,Standard
rxaWV3507M,Yatin Gour,1990-02-07,"H.No. 244, Mittal Nagar, Chandigarh 907718",930658,Standard
iWFEO2353P,Vrishti Sarin,1979-02-26,"61, Datta Chowk, Raurkela Industrial Township 355481",706016,Standard
yABgv4712R,Teerth Datta,1996-05-06,"02, Pal Zila, Navi Mumbai 433906",547716,Standard
NPvGl2798s,Urvashi Gulati,1969-09-02,"90/37, Choudhary Zila, Mango 939557",1021089,Standard
YVfAR1421l,Bahadurjit Raman,1999-06-29,"H.No. 044, Ramesh Ganj, Thrissur 444329",771235,Standard
jkSWT6914a,Ubika Doctor,1966-04-06,"83/527, Batta Circle, Bongaigaon-710933",1716822,Standard
acLcd8530Q,Siddharth Dey,1978-04-22,"54, Pingle Marg, Jamshedpur-284703",525788,Standard
olTsy4463w,Bhavani Bhattacharyya,1977-10-07,"35/175, Jani Chowk, Jabalpur 176965",1902867,Standard
uYAac9596Y,Theodore Sem,1976-06-11,"64/84, Chakrabarti Street, Phusro-225145",1355309,Standard
UmDPi5795o,Mekhala Sachdev,1958-02-03,"H.No. 26, Kala Road, Udaipur 081372",1960927,Standard
hbNXm2982x,Deepa Gupta,1996-04-08,"50/14, Ramesh, Proddatur-076953",1919679,Standard
InQQs9087W,Neha Shankar,1997-06-20,"82, Mitter Road, Chinsurah 694836",1011899,Standard
HAGkR0943V,Amol Wagle,1977-04-11,"H.No. 62, Sood, Burhanpur 923257",995015,Standard
TAITM2734T,Urvashi Bhakta,1973-06-06,"344, Saha Marg, Vasai-Virar-514961",913563,Standard
zkGJy8068W,Omkaar Magar,1972-01-29,"951, Sane Circle, Erode 344088",646419,Standard
pIbhz3318L,Amrita Singh,1983-08-30,"37/793, Agate, Sangli-Miraj & Kupwad 016318",1708826,Standard
OjpLg5200x,Tarak Bora,1968-04-13,"31/409, Goel Circle, Rourkela-023189",1643030,Standard
hlNwM6720b,Guneet Shan,1988-02-04,"00/01, Buch, Gandhinagar 324483",621986,Standard
hxeus4387U,Daksha Saran,1997-02-18,"08, Apte Chowk, Karawal Nagar 820400",633056,Standard
IUmsO9380T,Praneel Jayaraman,1966-06-09,"00/593, Lanka Street, Bongaigaon 252762",948254,Standard
fohgB5202D,Bina Gandhi,1991-01-12,"70, Chacko Zila, Amroha-167862",1539129,Standard
gvmGz9025q,Rachana Savant,1970-12-09,"099, Chacko Road, Sonipat 040531",960351,Standard
dQvbC9841u,Aarnav Wable,1972-09-05,"46/77, Kaul Nagar, Dibrugarh 679700",1700790,Standard
zrQsc8307v,Ekanta Narang,1955-07-22,"727, Savant, Durgapur 901832",1293388,Standard
Wkemq0511b,Rohan Rajagopal,1991-05-17,"90/50, Mitter Street, Rewa 117471",1377066,Standard
rIwZC1706K,Yashvi Ravi,1968-04-23,"H.No. 07, Bakshi, Bihar Sharif 388190",1106075,Standard
SAFYS1145z,Reva Saha,1959-11-15,"H.No. 96, Char Nagar, Agra 176451",699236,Standard
jQnJa7702q,Victor Mody,1985-10-16,"25, Dixit Ganj, Tadipatri-928489",1179794,Standard
TGFlD8735k,Tanveer Nori,1987-03-09,"40/939, Rattan Circle, Thiruvananthapuram 648442",708984,Standard
ouUWz7398Y,Karan Khatri,1996-01-17,"76/227, Nath Ganj, Noida 062016",1847687,Standard
XdhqS6334i,Kavya Rao,1968-05-18,"636, Wable Street, South Dumdum 357044",630827,Standard
VPtnr4551s,Frado Brahmbhatt,1962-03-10,"H.No. 94, Natarajan Road, Tumkur-188424",1333598,Standard
xekNh6381h,Anjali Swaminathan,1998-09-10,"64/299, Sathe Circle, Nizamabad-353998",1631196,Standard
xpadD7591u,Advika Pillay,1999-04-27,"H.No. 79, Keer Street, Sonipat 824531",1018287,Standard
qztpV0812E,Om Morar,1969-01-05,"H.No. 60, Salvi Marg, Raipur 696374",590519,Standard
HFMSO9121c,Hamsini Andra,1983-12-05,"15, Andra, Moradabad 502316",1756838,Standard
lEkJZ0040N,Yasti Karan,1998-07-02,"086, Lalla Zila, Ajmer-079669",669418,Standard
kcdPe9784s,Arunima Madan,1964-04-22,"H.No. 737, Koshy Street, Jabalpur 952859",919489,Standard
QESBn9475W,Yahvi Garde,1995-05-19,"H.No. 57, Singh Chowk, Pali-607410",1022201,Standard
rURIg5939u,Avni Karpe,1993-10-19,"H.No. 60, Wali Street, Suryapet 966096",678736,Standard
zbFuf3547Z,Gagan Bhandari,1961-01-20,"22, Mukhopadhyay Marg, Vasai-Virar 245940",1231879,Standard
uzxpv8593k,Yash Singhal,1985-11-11,"65, Shanker Path, Shivpuri 852512",1034440,Standard
ADYLO2584d,Vyanjana Nair,1966-08-02,"29/49, Narang Marg, Bhagalpur-749990",1424065,Standard
vrcCa2038d,Gaurav Oommen,1993-11-02,"H.No. 26, Nagarajan, Imphal 851397",1033836,Standard
NsAet6352i,Oliver Bains,1973-06-22,"063, Lall Ganj, Solapur 897873",919203,Standard
PywMm7282Q,Yashica Barman,1974-07-18,"16, Korpal Nagar, Ahmednagar 854418",1726998,Standard
dQlRb4366O,Gagan Kapadia,1987-02-03,"10/936, Sachdev Chowk, Berhampore 736576",907587,Standard
vNdnq4554G,Ganga Krishna,1968-10-09,"H.No. 026, Jayaraman, Serampore 308923",1775851,Standard
xRVet3313P,Gayathri Balakrishnan,1986-08-20,"40, Devi Marg, Kanpur 741514",1435076,Standard
kgAsJ4876p,Laban Setty,1994-06-02,"H.No. 294, Sarkar Nagar, Morena-520235",542741,Standard
DXhkx8937I,Aishani Wali,1993-02-01,"51/65, Bhavsar, Satara 446452",1440022,Standard
qexkt3900j,Warhi Yohannan,1979-11-24,"01, Singhal Circle, Khora  014670",1221210,Standard
jWPvc9367V,Yahvi Bala,1958-12-04,"70, Khurana Chowk, Bhusawal 316134",1478547,Standard
iZRVf0799y,Inaya Srivastava,1977-01-17,"H.No. 42, Jaggi Circle, Kishanganj-785150",1693680,Standard
ewwVD6688h,Janya Sagar,1983-05-12,"89, Bassi Road, Bidar 646059",1187378,Standard
heonL5516v,Raghav Grover,1963-12-27,"H.No. 825, Raval Marg, Guntakal 126974",1211448,Standard
JtHEK8697W,Rudra Chada,1993-12-04,"H.No. 527, Lad Nagar, Pali-259164",1497615,Standard
iEszL2301T,Indrajit Sura,1981-08-05,"19/86, Shukla Ganj, Loni-536062",705806,Standard
mwAEn2306P,Vritti Sha,1980-06-15,"984, Agarwal Zila, Bangalore-327303",936119,Standard
TCtSy2482n,Joshua Karnik,1978-04-08,"H.No. 882, Kibe Nagar, Haldia-862185",1080550,Standard
PkGWf3111D,Ayushman Kadakia,1998-05-30,"63, Modi Marg, Akola-326598",1995612,Standard
mRFNd4503T,Arunima Balasubramanian,1970-05-01,"531, Dugal Ganj, Tiruvottiyur-756719",1010151,Standard
xzGDJ5030d,Ekalinga Dass,1982-02-09,"H.No. 94, Bora Circle, Kozhikode 882015",1993633,Standard
CFArK1497f,Mugdha Chad,1982-10-21,"52, Ganesan Circle, Munger 954902",555657,Standard
LXsmQ9484V,Ekaja Shanker,1987-09-15,"H.No. 388, Oza Marg, Pune-915956",617640,Standard
nKSPV7832Y,Raghav Rajagopal,1956-01-24,"H.No. 270, Rajagopal Marg, Kishanganj 360878",864668,Standard
QiboO0720T,Harish Bhavsar,1965-10-09,"76, Savant Ganj, Pune 734483",1881411,Standard
aDOgL6567O,Idika Ravi,1999-11-23,"H.No. 39, Suresh Marg, Visakhapatnam 467393",514999,Standard
aLVvr1649B,Wridesh Bedi,1979-02-06,"H.No. 253, Deshpande Zila, Bhusawal-254780",1175780,Standard
dtafX0958s,Jason Mutti,1996-06-04,"H.No. 019, Banerjee Nagar, Bhagalpur-467347",1951505,Standard
oKOcJ4369M,Henry Kade,1962-04-30,"18, Dhar Ganj, Kollam 542842",539934,Standard
LPcmW5111w,Akshay Memon,1966-04-29,"597, Bansal, Kolhapur 887676",572135,Standard
UHKue6062m,Anay Kala,1993-06-01,"74/43, Wable Nagar, Sasaram-632939",1520757,Standard
WypGk7026a,Jason Pall,1976-01-18,"H.No. 331, Singhal Zila, Pimpri-Chinchwad 776771",1686668,Standard
MiWco9288d,Sachi Nagarajan,1984-10-26,"H.No. 89, Khanna Street, Bhagalpur 067787",1697504,Standard
WMEQl1924y,Harita Shroff,1959-05-23,"H.No. 96, Kuruvilla Chowk, Bareilly-537525",940052,Standard
IjuiU7448A,Isaiah Verma,1979-11-19,"H.No. 567, Kata Ganj, Aurangabad 764670",1048778,Standard
aMImG5068V,Ekansh Kapoor,1972-08-29,"02/758, Behl Marg, Dewas-633389",1667472,Standard
xirXu2349C,Harinakshi Bose,1976-07-31,"26/38, Amble Circle, Rourkela 271618",566130,Standard
LDVqE6286A,Tanveer Singh,1956-09-12,"47/872, Vyas Marg, Aurangabad-192294",998184,Standard
GWSaW1232z,Ijaya Khosla,1994-06-24,"54/55, Bhatt Road, Ratlam 140035",1736714,Standard
kGjBE6303m,Chavvi Andra,1976-01-04,"H.No. 71, Thakur Marg, Kolhapur-325086",1084438,Standard
uysOn2868t,Libni Bedi,1990-09-03,"H.No. 925, Sarna Circle, Saharsa-673631",781651,Standard
Jsycg6330E,Meera Doshi,1990-01-05,"649, Varma Nagar, Panchkula 911634",514381,Standard
dTSgy3031A,Keya Sankar,1967-03-15,"H.No. 54, Mannan Zila, Deoghar-796229",1206465,Standard
GtHBf5110c,Oeshi Bassi,1999-12-05,"04, Badami Marg, Mango 953891",1110081,Standard
ebAyO6244F,Ekaja Singhal,1970-01-20,"50, Mahal Street, Rajpur Sonarpur-544071",858389,Standard
NHxbk1072p,Hiral Balasubramanian,1983-12-28,"H.No. 485, Kapadia Ganj, Bhilai-147955",1169857,Standard
ZJSks4129W,Naksh Ahluwalia,1967-04-08,"20/895, Choudhry Street, Katni 126962",1792304,Standard
EVoTi5050r,Vincent Merchant,1971-04-06,"25/027, Ranganathan Road, Mathura 844037",1965335,Standard
MLLrj6543U,Anirudh Halder,1970-04-27,"41/486, Dave Ganj, Kottayam 050487",1867043,Standard
uhJin1590D,Onkar Cheema,1959-01-24,"H.No. 44, Kata Chowk, Madurai 174003",1777974,Standard
RGSrH4568z,Vidhi Joshi,1987-08-12,"66/60, Deshmukh Chowk, Singrauli 047412",1682520,Standard
amBHM0818n,Ishani Deo,1991-04-30,"H.No. 39, Patla Ganj, Rewa 269577",633381,Standard
JsJdn5266Q,Prisha Hegde,1982-04-09,"52, Bhavsar Road, Sonipat-764298",1339362,Standard
nNWwp3930M,Krishna Ranganathan,1957-11-13,"987, Mannan Ganj, Tiruchirappalli 499747",1948310,Standard
RPCDc5473r,Omisha Shanker,1991-05-13,"H.No. 65, Srinivas, Muzaffarpur 103405",612331,Standard
ULgdH7368V,Chaaya Choudhary,2000-12-02,"94, Balay Ganj, Nanded-887716",934170,Standard
uGDlo9916A,Darika Boase,1963-02-07,"57/86, Choudhry Chowk, Kharagpur 728182",1592953,Standard
WJNPI9127G,Nitesh Kuruvilla,1994-04-27,"H.No. 841, Natt Path, Nellore 304376",1281793,Standard
xKzFb3185F,Radhika Kumer,1972-05-24,"40/004, Saxena Nagar, Bulandshahr 231064",1891599,Standard
kLAHV0797k,Yahvi Narayanan,1975-10-25,"449, Dixit Chowk, Raipur-366547",928749,Standard
SQUpQ5878E,Darpan Naidu,1967-10-14,"90/677, Naik Zila, Rewa-174304",1187800,Standard
Ydcsh0256m,Nilima Ranganathan,1988-08-27,"707, Dugal Zila, Ramgarh-176350",857684,Standard
kKUMb6427S,Shivansh Vala,1992-04-19,"67/622, Banerjee Chowk, Karnal 316391",1947279,Standard
rEivA5846d,Leena Sibal,1989-11-22,"36/906, Nagarajan Zila, Patna-613409",716365,Standard
jYXRd7312T,Leena Sarna,1984-08-27,"H.No. 05, Gola Ganj, Sangli-Miraj & Kupwad-694353",1733704,Standard
DJQax2861J,Wriddhish Venkataraman,1957-03-15,"213, Sawhney Marg, Sagar 552615",1586168,Standard
VwQxF1070a,Naksh Prakash,1957-06-25,"H.No. 41, Halder Street, Dharmavaram-258692",1258699,Standard
bcyPl6356v,Dev Pau,1960-12-21,"51/937, Krishna Circle, Bellary-273445",715318,Standard
FBSkh8019m,Omaja Chakraborty,1982-01-08,"H.No. 526, Kothari Path, Ajmer 470810",807748,Standard
kLUCe1481N,Caleb Krishnamurthy,1971-10-13,"12/68, Sura Zila, Bangalore-805889",510614,Standard
cIhrb9058m,Barkha Bakshi,1978-02-26,"05/635, Sankaran Circle, Udaipur 311669",767358,Standard
OeksB4602C,Aarna Dhawan,1989-06-09,"59/836, Behl Street, Shimoga 959126",825232,Standard
pofUq0920V,Kala Sahni,1979-02-10,"65, Vala Chowk, Rajpur Sonarpur-499504",663561,Standard
sPgzr3896w,Lekha Dhawan,1993-05-16,"230, Divan Chowk, Suryapet 641261",1334483,Standard
FquIz3955h,Ekantika Thaman,1968-08-21,"H.No. 835, Mallick Road, Bhalswa Jahangir Pur-988192",1047425,Standard
xyNml0696x,Lucky Shanker,1984-08-31,"683, Ghosh Zila, Mau-418399",1754048,Standard
VXckY5578i,Gaurang Sha,1988-11-08,"29, Patil Road, Guntur 944735",1411923,Standard
SpNeb3414V,Quincy Khare,1963-06-11,"90, Sami Marg, Bardhaman-720110",1415613,Standard
GqpVD4083J,Meera Badami,1960-10-21,"79/533, Dhar Road, Anantapur-939224",1852023,Standard
CXlDD2577q,Sanaya Nori,1958-04-14,"88/521, Manda Zila, Bhiwani-363839",683492,Standard
GtlZY6878b,Turvi Narula,1997-08-12,"89/477, Rajagopal Nagar, Giridih-853202",551200,Standard
ATQTP5461E,Nisha Saxena,1998-11-27,"98/63, Brar Marg, Chapra-945921",513925,Standard
loOvO1857d,Avni Sharma,1969-07-28,"62/63, Raghavan Circle, Jalna-791782",1218358,Standard
TPhbY2008b,Aadhya Gokhale,1989-05-13,"06/25, Nagy Zila, North Dumdum-149096",1858216,Standard
aaTqO7108w,Qadim Mahajan,1965-09-06,"49/665, Mishra Street, Varanasi-171972",669233,Standard
qnWpu5123o,Ubika Prakash,2000-12-28,"73, De Road, Thanjavur-503104",1215057,Standard
qaEEe9791O,Yashvi Balan,1983-02-15,"46, Sachar Marg, Darbhanga 217124",1370551,Standard
GQZpY3566V,Tejas Dube,1978-09-22,"52/55, Sehgal Circle, Unnao-507810",1510556,Standard
PMtZD7283y,Ojasvi Bora,1967-07-04,"H.No. 99, Ravel Ganj, Aligarh-275644",531012,Standard
ueOMv3909z,Teerth Babu,1959-03-22,"21, Parmer Nagar, Pali-078704",837598,Standard
VPxWW8113m,Yatin Sagar,1979-11-09,"29/598, Sastry Marg, Nandyal-554899",939786,Standard
SLMyM0712W,Eshana Master,1992-05-22,"H.No. 029, Kalla Ganj, Rajpur Sonarpur-689374",1539453,Standard
pBWII6021s,Jagvi Tata,1987-10-29,"91/842, Bhatnagar Path, Haridwar 765589",1143006,Standard
xiSIu2235J,Atharv Sarkar,1968-04-16,"829, Keer Ganj, Asansol 897153",1239750,Standard
FkAHQ5964t,Amaira Sachar,1973-11-15,"H.No. 728, Chauhan Ganj, Bhilai 088087",1012692,Standard
WbVRv5645I,Advik Nagarajan,1991-01-28,"H.No. 886, Swamy Chowk, Nizamabad 619378",1225913,Standard
yYOsy8663W,Xavier Kanda,1970-12-12,"49, Karnik Marg, Nangloi Jat 262819",1863693,Standard
nFsnJ1502O,Yash Mani,1976-05-04,"194, Nagarajan Nagar, Nizamabad 260979",1871115,Standard
rwLFC6291p,Krishna Babu,1993-12-16,"81/74, Kata Chowk, Junagadh 397885",942544,Standard
VMRRw8748P,Sneha Dada,1971-09-06,"H.No. 49, Bhattacharyya Marg, Latur 257477",1131168,Standard
Okfjo7437G,Yutika Shah,1985-04-07,"H.No. 918, Venkataraman, Thoothukudi 798322",807839,Standard
uLaus9000w,Raksha Karpe,1980-11-13,"H.No. 05, Bhavsar, Bally 246271",1105542,Standard
pdXWA2393v,Samaksh Prabhu,1968-04-11,"H.No. 98, Randhawa Nagar, Ambala 196087",1385225,Standard
GPJjX8757S,Ranveer Shroff,1983-12-10,"77/39, Kota Circle, Kharagpur-097978",853969,Standard
RPsrx5500Q,Sachi Dey,1995-11-24,"01/07, Kashyap, Siliguri-527825",1398312,Standard
vNtQf4630V,Pavani Tata,1963-04-07,"53, Sathe, Alwar 819870",665143,Standard
FvTuW8840m,Janya Hayre,1981-09-10,"683, Prabhakar, Malda 513069",1953580,Standard
XiIgu6721y,Shivani Bala,1967-06-28,"798, Choudhury Street, Chapra-413717",1068678,Standard
KcHxH3063n,Nikita Lal,1989-03-05,"16/72, Wason Ganj, Khandwa-606775",657195,Standard
YpVWY5957u,Harish Aggarwal,1976-09-11,"25/040, Narasimhan Street, Indore-587235",1875343,Standard
YEOjc7845H,Michael Mani,1962-10-17,"H.No. 507, Konda Road, Machilipatnam 081611",1256275,Standard
foPsb5566T,Ridhi Parekh,1958-02-02,"H.No. 58, Bandi Road, Bikaner 069906",1665352,Standard
pvBPw4949V,Umang Ramesh,1969-05-24,"H.No. 72, Modi Street, Anantapur-708335",1187500,Standard
rPOYN1424O,Neelima Kota,2000-09-12,"04/539, Badami Circle, Jamalpur 725140",773069,Standard
dKLGC9617n,Widisha Atwal,1995-03-05,"88, Kapoor Zila, Berhampur 691281",1661158,Standard
quqAy5016j,Reva Kata,1962-08-17,"612, Rau Chowk, Tenali-295794",1660878,Standard
JdOKP7450G,Jagdish Shukla,1970-10-12,"H.No. 71, Bansal Marg, Malegaon-144716",1611556,Standard
XgxlB5044q,Hemani Tella,1998-02-03,"94/541, Contractor, Madhyamgram-498762",1206533,Standard
ZmCpM0938z,Nitesh Muni,1966-11-03,"H.No. 741, Sarkar Road, Gopalpur-261353",1200518,Standard
vyfJm4255j,Michael Chakrabarti,1969-03-02,"55/109, Mahajan Path, Mirzapur 750568",546434,Standard
PHlSa8084C,Urishilla Bora,1965-04-27,"402, Kakar, Bettiah-326727",1347475,Standard
iCCUB3326C,Radha Nayak,1989-07-01,"87, Menon Chowk, Ramgarh 499313",1572900,Standard
kUWzA6757G,Aayush Narayanan,1970-09-02,"83, Balay Street, Aurangabad-131779",765308,Standard
cnJRI0534o,Ryan Chaudry,1999-07-17,"01/66, Zachariah Road, Sangli-Miraj & Kupwad 628019",1436299,Standard
Pxmeh3889w,Wridesh Sule,1992-01-21,"34, Nadkarni Zila, Lucknow 608623",591829,Standard
zcjAP6504l,Deepa Talwar,1992-08-07,"H.No. 18, Sandhu Street, Sambalpur-062108",1451973,Standard
ENLFP4015b,Laban Viswanathan,1959-05-27,"52/686, Prasad Marg, Deoghar 681682",1963800,Standard
oEmdH1407R,Fitan Mand,1968-06-23,"09/20, Om Nagar, Belgaum 070247",1504860,Standard
NHTIH4857N,Dev Kashyap,1966-06-22,"15/22, Johal, Bhavnagar-254014",649161,Standard
FXxsp9384P,Yashawini Yadav,1982-05-15,"47/80, Soman Nagar, Gopalpur 366983",1333156,Standard
PbrvI7555p,Jalsa Barad,1955-12-14,"H.No. 990, D’Alia Ganj, Ulhasnagar-135980",845285,Standard
hZWxR4333A,Aishani Badami,1962-11-20,"H.No. 60, Iyengar Zila, Khammam 062260",1710940,Standard
VriWy9316z,Vihaan Dada,1980-10-28,"H.No. 823, Amble Zila, Fatehpur 719945",1719964,Standard
WhMQO7405K,Ayush Borah,1995-09-20,"H.No. 67, Parmar Ganj, Erode 595176",1323578,Standard
hpPbj3524T,Krisha Srinivas,1961-09-06,"56, Ganguly Nagar, Amaravati 357774",676699,Standard
xEfFv1490m,Kabir Tandon,1997-06-28,"615, Shetty Circle, Rewa-171511",823191,Standard
hksSZ1424G,Janya Mody,1983-05-14,"H.No. 371, Lalla Chowk, Chapra-669545",1658094,Standard
Vamqa0857h,Waida Rau,1961-02-07,"13, Comar Nagar, Cuttack-383181",1439315,Standard
uELyw7203B,Advik Balasubramanian,1959-05-11,"H.No. 26, Sarma Nagar, Ramagundam 164342",908039,Standard
EusQz4114B,Anvi Wable,1964-12-13,"H.No. 642, Buch Zila, Sasaram-603895",1242512,Standard
prSBz1592u,Dhruv Tandon,1974-07-13,"H.No. 33, Sant Zila, Amaravati-060541",721819,Standard
oPRsP1371B,Henry Arora,1988-10-20,"69/57, Bera Marg, Proddatur 041544",1907764,Standard
prSox7473P,Yuvraj Sankaran,1996-01-22,"H.No. 685, Patil Street, Solapur-504093",936604,Standard
HuNzJ7011K,Amruta Badami,1997-03-23,"05/50, Palla, Aurangabad 818472",1574348,Standard
znVMM6680O,Bhavna Bose,1984-01-06,"54/06, Sura Street, Sasaram 683112",1284550,Standard
MiJjX1795k,Wyatt Bumb,1967-08-22,"72, Agate Path, Kadapa 616271",1580550,Standard
YlFPT4134F,Maanas Jaggi,1976-06-30,"74/214, Arora Street, Udaipur-793741",1139728,Standard
NTNsj5871v,Forum Deshpande,2000-02-24,"09/558, Talwar Chowk, Tenali 273795",1959431,Standard
UOgBR7238Y,Joshua Dixit,1960-10-24,"H.No. 113, Bedi Ganj, Ludhiana-535024",1032214,Standard
XsTUg6948k,Liam Date,1967-05-14,"H.No. 873, Nagy Circle, Allahabad-391370",1691714,Standard
HnENk8587h,Isaac Samra,1992-09-19,"08, Kadakia Nagar, Jabalpur-193178",1870608,Standard
JYXZp4498I,Rudra Sawhney,1998-06-09,"38/113, Sehgal Ganj, Chandrapur 624554",1688054,Standard
auowu0770P,Samarth Lalla,1992-07-28,"08/29, Varughese Ganj, Howrah 847798",1015532,Standard
VwoDe2587x,Chaitaly Chaudhry,1976-11-16,"07/066, Tak Marg, Rewa-311916",1991446,Standard
vVobM1195p,Samesh Comar,1967-12-23,"779, Shukla Zila, Thrissur 930618",871485,Standard
sxHic9200E,Gopal Raman,1967-06-12,"42/468, Sridhar Road, Siliguri 506529",1310556,Standard
